168	15 41 
169	42 63 
170	35 64 
171	62 69 
172	38 70 
173	21 76 
174	28 42 
175	30 70 
176	6 31 
177	10 34 
178	30 42 
179	9 39 
180	19 47 
181	14 45 
182	72 77 
183	58 68 
184	14 78 
185	36 76 
186	35 39 
187	40 63 
188	66 76 
189	46 68 
190	5 27 
191	21 50 
192	23 63 
193	42 49 
194	2 68 
195	19 57 
196	24 71 
197	16 72 
198	25 45 
199	2 62 
200	27 30 
201	7 57 
202	24 28 
203	14 65 
204	3 20 
205	49 71 
206	4 70 
207	3 18 
208	24 61 
209	5 28 
210	53 75 
211	7 36 
212	11 72 
213	57 78 
214	20 71 
215	53 65 
216	39 57 
217	25 65 
218	7 68 
219	46 68 
220	58 59 
221	37 62 
222	18 49 
223	41 67 
224	68 70 
225	3 26 
226	35 56 
227	34 64 
228	39 40 
229	48 49 
230	64 73 
231	18 44 
232	61 68 
233	42 76 
234	48 55 
235	8 61 
236	25 38 
237	24 70 
238	38 48 
239	31 35 
240	25 38 
241	16 27 
242	2 24 
243	74 75 
244	6 15 
245	46 72 
246	14 55 
247	4 10 
248	30 37 
249	49 58 
250	26 38 
251	3 25 
252	34 59 
253	53 66 
254	54 72 
255	57 69 
256	20 23 
257	28 52 
258	46 60 
259	9 45 
260	47 55 
261	7 54 
262	26 30 
263	51 70 
264	54 63 
265	71 76 
266	10 21 
267	36 43 
268	2 24 
269	20 48 
270	36 76 
271	24 36 
272	17 25 
273	48 72 
274	1 16 
275	49 50 
276	34 77 
277	22 64 
278	49 61 
279	41 77 
280	51 63 
281	48 71 
282	53 73 
283	4 46 
284	14 42 
285	35 51 
286	41 53 
287	26 45 
288	36 67 
289	19 59 
290	57 78 
291	7 18 
292	18 61 
293	40 43 
294	35 71 
295	63 64 
296	5 47 
297	4 6 
298	57 73 
299	15 27 
300	68 71 
301	47 58 
302	1 72 
303	44 70 
304	25 51 
305	28 40 
306	34 75 
307	41 44 
308	56 70 
309	3 40 
310	32 54 
311	17 59 
312	8 48 
313	19 59 
314	19 75 
315	23 64 
316	36 57 
317	23 36 
318	44 49 
319	25 65 
320	53 64 
321	4 44 
322	28 75 
323	36 61 
324	36 77 
325	20 30 
326	17 22 
327	39 63 
328	5 16 
329	21 77 
330	38 57 
331	61 77 
332	3 35 
333	30 72 
334	24 28 
335	31 68 
336	66 69 
337	18 55 
338	69 77 
339	37 61 
340	70 71 
341	44 71 
342	25 75 
343	28 40 
344	58 74 
345	41 63 
346	71 74 
347	25 45 
348	24 73 
349	17 44 
350	20 75 
351	9 28 
352	43 50 
353	13 20 
354	1 71 
355	20 35 
356	9 57 
357	68 75 
358	7 31 
359	10 36 
360	19 58 
361	53 58 
362	20 72 
363	26 70 
364	27 39 
365	3 72 
366	57 72 
367	19 53 
368	29 49 
369	32 33 
370	20 25 
371	21 74 
372	45 50 
373	8 35 
374	1 17 
375	30 72 
376	41 67 
377	32 36 
378	48 58 
379	68 77 
380	19 54 
381	38 44 
382	23 67 
383	25 63 
384	9 76 
385	3 7 
386	28 44 
387	57 74 
388	31 53 
389	71 77 
390	3 24 
391	1 30 
392	15 48 
393	23 36 
394	43 73 
395	16 24 
396	39 70 
397	7 58 
398	32 38 
399	51 60 
400	9 77 
401	9 24 
402	15 74 
403	33 63 
404	2 35 
405	44 67 
406	33 72 
407	4 77 
408	35 48 
409	3 44 
410	3 9 
411	46 65 
412	30 34 
413	49 78 
414	34 53 
415	43 63 
416	20 44 
417	20 71 
418	45 48 
419	16 24 
420	24 31 
421	27 57 
422	4 9 
423	14 53 
424	45 61 
425	1 36 
426	32 78 
427	50 78 
428	20 34 
429	11 17 
430	64 72 
431	11 50 
432	32 63 
433	9 19 
434	18 49 
435	45 59 
436	32 77 
437	1 38 
438	64 74 
439	53 76 
440	34 49 
441	27 44 
442	11 24 
443	54 56 
444	31 71 
445	19 77 
446	8 44 
447	12 22 
448	27 39 
449	33 72 
450	8 19 
451	48 74 
452	25 72 
453	66 69 
454	1 7 
455	14 46 
456	5 35 
457	29 54 
458	17 35 
459	49 57 
460	14 52 
461	49 70 
462	70 71 
463	35 52 
464	20 69 
465	22 41 
466	58 65 
467	10 58 
468	57 63 
469	45 52 
470	26 76 
471	37 74 
472	30 67 
473	49 58 
474	51 72 
475	44 62 
476	14 19 
477	34 49 
478	24 61 
479	34 42 
480	44 59 
481	26 64 
482	7 34 
483	42 44 
484	28 58 
485	11 69 
486	38 48 
487	49 59 
488	15 32 
489	20 63 
490	12 50 
491	34 50 
492	69 71 
493	35 36 
494	35 63 
495	48 70 
496	30 52 
497	23 77 
498	46 76 
499	44 68 
500	20 77 
501	26 30 
502	13 61 
503	11 71 
504	19 33 
505	39 68 
506	21 49 
507	19 73 
508	14 35 
509	35 47 
510	17 55 
511	28 32 
512	2 24 
513	9 77 
514	39 75 
515	17 40 
516	36 49 
517	35 70 
518	20 36 
519	38 39 
520	46 57 
521	3 37 
522	57 71 
523	11 44 
524	7 75 
525	20 58 
526	17 70 
527	68 72 
528	44 50 
529	6 13 
530	9 28 
531	17 61 
532	16 55 
533	20 71 
534	25 28 
535	67 78 
536	17 67 
537	11 58 
538	1 9 
539	28 57 
540	17 19 
541	4 40 
542	12 75 
543	43 70 
544	4 40 
545	11 32 
546	12 44 
547	55 75 
548	38 71 
549	72 78 
550	44 77 
551	32 50 
552	19 22 
553	24 30 
554	4 19 
555	4 30 
556	4 33 
557	18 45 
558	16 49 
559	1 63 
560	39 48 
561	37 70 
562	1 3 
563	17 20 
564	16 63 
565	37 78 
566	16 17 
567	10 46 
568	4 30 
569	5 27 
570	3 48 
571	36 53 
572	34 45 
573	27 63 
574	38 66 
575	34 78 
576	50 76 
577	3 55 
578	34 48 
579	51 57 
580	58 61 
581	19 62 
582	61 77 
583	4 32 
584	29 77 
585	6 14 
586	38 40 
587	7 75 
588	2 8 
589	27 65 
590	30 37 
591	13 57 
592	27 41 
593	9 49 
594	19 24 
595	39 49 
596	43 60 
597	10 48 
598	8 38 
599	18 24 
600	9 70 
601	4 37 
602	4 44 
603	22 30 
604	37 48 
605	72 75 
606	16 19 
607	1 34 
608	43 55 
609	3 68 
610	4 63 
611	21 28 
612	3 36 
613	25 72 
614	30 60 
615	20 34 
616	15 27 
617	67 71 
618	6 13 
619	6 25 
620	35 53 
621	4 35 
622	35 60 
623	26 55 
624	13 72 
625	3 39 
626	24 31 
627	9 36 
628	18 24 
629	68 78 
630	9 20 
631	12 49 
632	34 63 
633	43 50 
634	39 50 
635	41 44 
636	7 44 
637	4 77 
638	54 56 
639	4 55 
640	11 31 
641	14 54 
642	15 76 
643	15 52 
644	19 60 
645	49 67 
646	35 45 
647	54 70 
648	49 52 
649	16 58 
650	2 67 
651	9 57 
652	17 43 
653	49 57 
654	23 40 
655	45 49 
656	35 42 
657	44 47 
658	4 31 
659	7 44 
660	6 70 
661	16 44 
662	24 28 
663	4 77 
664	36 68 
665	52 54 
666	75 76 
667	7 38 
668	34 44 
669	15 36 
670	29 32 
671	4 46 
672	24 63 
673	35 63 
674	32 38 
675	19 59 
676	38 48 
677	13 32 
678	54 72 
679	40 77 
680	38 50 
681	49 51 
682	26 63 
683	46 66 
684	39 54 
685	68 71 
686	61 76 
687	25 61 
688	48 77 
689	19 31 
690	44 52 
691	1 37 
692	1 35 
693	46 71 
694	43 73 
695	48 60 
696	16 23 
697	51 78 
698	11 27 
699	4 78 
700	25 48 
701	67 70 
702	11 40 
703	59 78 
704	43 50 
705	22 68 
706	19 71 
707	3 78 
708	49 54 
709	39 40 
710	16 19 
711	25 61 
712	32 42 
713	10 39 
714	14 43 
715	18 48 
716	10 41 
717	58 72 
718	3 16 
719	54 58 
720	46 53 
721	31 69 
722	49 58 
723	4 50 
724	34 72 
725	54 57 
726	4 39 
727	1 18 
728	14 19 
729	25 35 
730	20 55 
731	5 54 
732	9 68 
733	9 63 
734	41 57 
735	19 56 
736	41 69 
737	2 57 
738	7 46 
739	5 59 
740	27 52 
741	35 48 
742	14 20 
743	11 39 
744	9 45 
745	25 68 
746	12 71 
747	13 20 
748	63 68 
749	46 76 
750	9 68 
751	56 71 
752	3 41 
753	27 49 
754	33 68 
755	24 25 
756	18 21 
757	20 34 
758	18 43 
759	50 51 
760	20 52 
761	17 34 
762	16 52 
763	16 78 
764	34 37 
765	59 76 
766	14 16 
767	20 68 
768	11 19 
769	31 56 
770	21 28 
771	23 63 
772	30 57 
773	31 76 
774	66 75 
775	38 78 
776	38 44 
777	71 77 
778	19 20 
779	11 35 
780	11 71 
781	1 31 
782	2 17 
783	14 60 
784	44 69 
785	18 68 
786	51 55 
787	6 63 
788	11 76 
789	17 66 
790	20 27 
791	8 76 
792	28 30 
793	7 19 
794	34 38 
795	13 30 
796	30 49 
797	11 61 
798	53 72 
799	1 38 
800	34 69 
801	2 75 
802	27 77 
803	9 71 
804	16 42 
805	23 75 
806	25 50 
807	29 72 
808	29 61 
809	16 70 
810	9 34 
811	19 76 
812	3 35 
813	32 77 
814	14 64 
815	2 58 
816	1 21 
817	7 34 
818	35 53 
819	29 76 
820	9 15 
821	5 16 
822	24 70 
823	44 73 
824	1 30 
825	65 76 
826	10 34 
827	39 47 
828	49 65 
829	54 66 
830	29 75 
831	16 48 
832	49 74 
833	27 40 
834	16 71 
835	5 31 
836	20 41 
837	1 63 
838	22 54 
839	9 46 
840	20 27 
841	4 57 
842	3 14 
843	8 20 
844	38 44 
845	15 25 
846	43 72 
847	17 29 
848	3 48 
849	22 75 
850	28 35 
851	41 49 
852	16 35 
853	24 72 
854	42 77 
855	36 64 
856	24 58 
857	14 58 
858	4 7 
859	9 50 
860	36 39 
861	52 57 
862	1 13 
863	7 58 
864	46 47 
865	7 42 
866	48 67 
867	57 77 
868	20 57 
869	27 31 
870	11 58 
871	30 77 
872	25 73 
873	52 56 
874	35 44 
875	28 63 
876	12 57 
877	45 66 
878	4 40 
879	48 70 
880	8 75 
881	35 36 
882	29 46 
883	47 77 
884	48 61 
885	46 74 
886	19 68 
887	35 49 
888	24 48 
889	15 20 
890	46 61 
891	20 36 
892	34 42 
893	58 70 
894	40 43 
895	19 25 
896	17 30 
897	44 55 
898	7 24 
899	7 10 
900	21 35 
901	11 31 
902	7 58 
903	47 76 
904	34 76 
905	12 74 
906	15 50 
907	39 73 
908	62 74 
909	20 58 
910	4 35 
911	44 61 
912	25 71 
913	54 70 
914	44 49 
915	5 32 
916	3 77 
917	61 65 
918	14 70 
919	72 76 
920	48 63 
921	49 71 
922	18 76 
923	3 63 
924	22 57 
925	19 51 
926	10 30 
927	4 65 
928	30 75 
929	6 24 
930	7 47 
931	4 10 
932	20 71 
933	24 31 
934	17 30 
935	11 21 
936	25 51 
937	19 52 
938	4 73 
939	6 49 
940	17 76 
941	2 34 
942	3 64 
943	39 69 
944	33 40 
945	54 59 
946	20 35 
947	15 33 
948	13 44 
949	9 30 
950	24 53 
951	30 61 
952	27 70 
953	40 42 
954	18 30 
955	49 60 
956	41 49 
957	30 61 
958	27 70 
959	35 49 
960	16 78 
961	48 56 
962	30 64 
963	46 48 
964	59 63 
965	6 11 
966	49 64 
967	30 60 
968	9 63 
969	39 76 
970	44 58 
971	4 16 
972	31 57 
973	37 44 
974	16 20 
975	3 75 
976	16 24 
977	36 47 
978	3 12 
979	7 70 
980	75 78 
981	31 35 
982	18 71 
983	34 39 
984	57 64 
985	9 54 
986	30 73 
987	60 75 
988	39 78 
989	25 47 
990	16 46 
991	24 70 
992	27 37 
993	4 23 
994	7 24 
995	42 72 
996	24 31 
997	38 39 
998	25 64 
999	35 71 
1000	16 30 
